Installation flöt på bra men sen när man får problem blir det knepigt att få respons.,0
"Fick hjälp med flytt av två trevliga killar från Pipers. Bra bemötande, effektiva, punktilga och höll budgetpriset",2
"Bra, lite språksvårigheter, annars helt ok!",2
Säljaren var hur grym som helst själva företaget är lite fiffligt...  :),0
"Oj oj. Jag min make och våra 4 barn flyttade in i en lgh so Maries påstod sig ha städat- Äckligt, undermåligt och snuskigt utförande av en flyttstädning. Kommer gå vidare då mina barn skall slippa snusk.",0
Mycket bra service och jag köpte tjänsten för att säkerställa min ventilation av huset.,2
Mona är jätteduktig på vaxning och jag rekommenderar henne varmt. Hennes salong är ljus och ren och ligger bra i förhållande till T-banan. Hon har alltid tider i närhet som man kan boka.,2
Blev klippt av Cajsa och vart super nöjd. En jätte trevlig tjej med gott humör. Kommer att komma tillbaka och klippa mig hos henne.,2
"Inget att klaga på, vill ge extra beröm för att ni ställt upp och bokat om med kort varsel vid ett par tillfällen.",2
"Sam sålde snabbt och till önskat pris vår lägenhet trots att den redan legat ute hos SkandiaMäklarna utan resultat. Saken blev inte lättare av att SkandiaMäklarna önskade arvode till ""deras"" kunder varför kundutbudet minskade rejält...",2
Bilen jag köpte hade uppenbara fel. Väldigt dålig service och bemötande. Dessutom ville dom att jag skulle betala en del av mitt bilköp svart!,0
Bra och trovärdig byrå som dessutom är öppen för prisförhandling.,2
Har varit här en gång 2013 och minns inte annat än att det var gott och trevligt. Vi satt ute och hade hund med oss. Bokade via booking.com och det funkade bra.,2
"Sålde ett hus, mäklaren var trevlig till en början men sen blev hon tyvärr oprofessionell och byta långt om länge och fick sålt direkt.",0
"Väldigt dåliga på att kommunicera, hopplösa på mail. Däremot väldigt nöjd med deras städerskor.",0
Xenon lampor Mycket bra bemötande Kvaliteten var mycket  bra,2
"Trevligt bemötande. Bra genomgång av mitt ärende,  engagerad sjg. Bra övning med hem. Vi ses igen..tack hej",2
Har inte varit där så kan inte lämna omdöme. Vill dock gärna att  ni undersöker varför jag blir kontaktad,0
"Ringer och ljuger uppenbarligen under säljsamtalet påstår att man är utvald mm, säljer reklamplatser på varuavskiljare i matvarubutiker som ger ingenting samt att de ofta inte levererar varan. Bluff bluff bluff akta er. Jag har spelat in samtalen från dom.",0
"Har städning varannan vecka är inte nöjd med städningen, har planer att säga upp städningen .. måste bara hitta ngt bättre",0
Köksland är ett mycket kompetent köksföretag som hjälper dig igenom hela köpet och även efteråt om så skulle behövas.,2
Bra bemötande och god service. Lyssnade på kundens behov och kom med bra förslag.,2
"Till slut nöjd. Men ni fick komma tillbaka två gånger då slut besiktningen inte var godkänd. Bland annat duschväggar, ugnen var inte rengjord och inte heller diskmaskinen.",0
Tycker att jag fick en bra behandling och hjälp när det gäller specifikt min axel och kompletterande råd och övningar. Tjänsten upplevde absolut mina förväntningar!,2
"En styck friskvårdsmassage Bra bemötande, kunnig och trevligt omhändertagande som gav det jag önskade",2
Fick problem med bilen efter 2 dagar utan någon hjälp från företaget.,0
Utomordentlig vägledning och information på hemsidan. Önskar mer recentioner. Snabb och säker leverans Hade tipsats av annan kund. Kommer att återkomma. ,2
"Trevligt bemött på telefon. Beställde först på nätet, men hade missat datum. Inget problem, man kom som jag hade tänkt. Fönsterputs i villa. Trevlig man som gjorde ett kanonjobb. Återkommer med beställning till våren.",2
"Mkt nöjd med deras arbete, perfekt putsat varje gång Plockar ner spröjs o putsar fönster+ uterum o torkar av Snabba duktiga grabbar",0
"Bra kille på alla sätt, men det har jag redan skrivit. Skicka inte fler sådana här tack!!",2
högst tveksamt ställe. som stockholmare kan jag säga att detta är exemplet på hur landsbyggden försöker anamma det värsta av stockholm och bara gör det pinsamnt. få kvällar då man gått därifrån utan att se ett rallarslagsmål utanför,0
Väntar fortfarande på min beställning. Har kontaktat kundtjänst men har ännu ej fått återkoppling....,0
"Jag åkte dit för att skifta till vinterhjul och kom därifrån med två av hjulen monterade på fel sida, fel däcktryck trots att jag sa vad det skulle vara och hjulbultar som gick att skruva ut med handkraft efter ca 5 km's körning.",0
Silver.  Ble svært godt mottatt og ivaretatt av vår vert. Fantastisk mat og imponerende show. Både jeg og mine fire venninner var svært fornøyde.,2
"Hej, bra respons i samband med frågor om nytt elavtal. Snabba svar i telefon -ingen väntetid, trevligt bemötande. Snabb att skicka utlovad information via mail.",2
Riktigt fin pizzabuffé. Passar perfekt som brunch på en söndag!,2
"Trevliga människor som arbetar , väl omhändertagen blir man🤗",2
Byte av vattenpump. Till en början bra senare sura miner. Starta jobbet snabbt men prissättningen var horribel dyrt när jag jämfört efteråt.,0
"Kvalificerad kunskapsutlärning, trevligt bemötande samt förmedlande och in- och utlärning av trafikkunskaper på ett humoristisk och deltagande sätt för eleven sporrande angagemang och glädje för körskolans utbildningen.",2
"Helt fantastisk service, tar ansvar för att jobbet blir gjort på ett fackmannamässigt sätt! Rekommenderas starkt!",2
"Har städ varannan vecka. Alltid trevliga oxh gör ett gediget jobb! Alltid fräscht, fint och de tar även hänsyn till våra två katter, bra!",2
Dåligt bemötande av personal ung och kaxig tjeje,0
"Grymt mysig park och gott fika, men medioker meny och mestadels osmidig personal. Lite turistfälle-varning. :(",0
"Min frisör på Studio Levels ger mig den tiden jag behöver för att få mitt hår färgat och klippt. Det är skön och avslappnad atmosfär , jag känner mig lugn och glad. Håret blir superfin och jag känner mig nöjd och prioriterad.",2
Både gällande uppdatering av GPS:en och automatisk in- och utfällning av backspeglarna visade man bristande kunnande. Bemötandet har varit OK.,0
Är nöjd med bemötandet vid den årliga hälsokontrollen.,2
Dödmansgrepp Handlade på nätet Fungerade utmärkt och snabbt. Rekommenderar gärna Marine Parts,2
Enkelt att hitta vad jag sökte på hemsidan. Korrekt och supersnabb leverans. Återkommer gärna!,2
Upptäckte 2 fel på bilen efter 3 veckor och ingen garanti/hjälp som täcker det.Mycket dåligt👎👎👎,0
Både gällande uppdatering av GPS:en och automatisk in- och utfällning av backspeglarna visade man bristande kunnande. Bemötandet har varit OK.,0
"Har fått hjälp med att renovera badrummet. Mycket proffsigt bemötande, lätt att kommunicera med Robert, tydlig. Tidplan och budget hölls och resultatet blev mycket bra. Problem som uppstod löstes smidigt. Mycket nöjd! Kan rekommendera och anlita dom igen.",2
"Byte av glas på IPhone, snabbt gjort till ett bra pris. Trevlig personal.",2
Så kunniga på det dom gör! Trevliga och roliga och de får en att känna sig speciell och inte bara som ”en i mängden”.,2
Skolmatsalsmat i skolmatsalsmiljö. Ofta väldigt torrt kött troligen för att det stått på värmning för länge.,0
Mycket bra...pålitlig och seriös....,2
Enkla att ha att göra med. Mycket bra att få låna riktiga flyttkartonger. Flytten gick snabbt och mycket smidigt!,2
Sålt 3:a på Kungsholmen. Proffsig och snabb hantering. Superbra på plats vid visningen. Bra och tät dialog hela vägen.,2
"Jag fick en snabb hjälp med akuttid vilket var bra, men kiropraktorns behandling hjälpte ingenting och jag påpekade vad som behövde göras men hon nekade mitt förslag, vilket hade hjälpt förut. Till slut blev det sämre och sämre...",0
"De var inte särskilt trevliga. Några prylar gick sönder, bland annat dvd-spelare. Får ingen ersättning trots kontakt med företaget.",0
Arvodet blev orimligt i förhållande till affärens storlek. Detta gjordes möjligt av en arvodestrappa som jag i efterhand ångrar djupt att jag gick med på. När jag påtalade mitt missnöje fick jag kalla handen av både mäklaren och Fastighetsbyrån.,0
"Dålig mäklare, ville inte ens visa lägenhtenten tills jag tjatade mig till det, seg i budgivningen och i övrigt oinspirarenade.",0
Jag är supenöjd med Beatrice på Svensk Fast. Trots segare marknad körde hon på och fick folk till visningarna tills jag fick det bud jag var nöjd med.,2
Snabb och bra service till ett bra pris👍,2
"Trevlig, nogrann, arlig, snabb och superbra service.",2
"SK is an evil monopolist company. Bad service, high prices, intransparent price policy.",0
"Betalat för en flyttstäd , mycket ränder kvar på rutor efter putsning av fönster , inte rengjort ovanför garderober , inte rengjort ventiler , såg helt enkelt ut som om dom knappt varit här . Väldigt missnöjd och uselt arbete",0
"Bra bemötande, proffsig installation och framförallt en kalkyl på minskad elförbrukning som verkligen stämmde.  Inte billigast,men bäst.  Johan på Värmdö.",2
"Flyttstädning lägenhet. Jag hade lite svårt att kommunicera med städarna, men blev nöjd med resultatet.",0
Det var en rolig kväll. Artisterna spelde fint. Bra upplevelse! Tack,2
Vänligt och professionellt bemötande. Alltid god service och väl genomförda behandlingar. Jag har köpt olika typer av behandlingar och alla har motsvarat mina förväntningar. Trevlig och lugn miljö.,2
Jag har köpt böcker och betalade för de men jag har inte fått de,0
"Stockholms mest intressanta viner. God mat och personligt bemötande. Mat av hög kvalitet men som kanske inte alltid passar alla smaker. Lokalen nja, men bra läge.",2
"Fringe Sthlm står för hög kvalitet rakt igenom. Bästa tänkbara service i avkopplande miljö. Alltid hundraprocentigt nöjd med färg, klipp och idéer.",2
Sålt ett radhus och fått ett proffsigt bemötande och hanterande under hela processen.,2
Hon ljög om uteplatsen när hon sålde lägenheten till oss. Men man får väl skylla sig själv som tar henne på ordet och inte hade de skriftligt... men kortfattat: buuuh!,0
"Säljare: ohederlig. Sålde på mig orimligt dyrt jobb som inte var lämpat för min typ av hus, reparatör: slarvig, puttade bort huven på ventilationen så det regnade in Kundtjänst: oproffsig, löser inte uppkommen situation skyndsamt.",0
Jag köpte en bil och var väldigt bra bemött både i telefon och vid upphämtning. Mycket proffsigt.,2
Han naprapaten gjorde en sån där  vricka till dra hårt i huvudet utan att informera mig på något sätt. Inte acceptabelt enligt min mening,0
Star Trading små värmeljus - perfekta. Gillar märket Star Trading överhuvudtaget. Snabb leverans.,2
Tusen tack för er snabba service! Jag är en mycket nöjd hos er. Ni har utfört ett utomordentligt jobb och jag ger er mina allra bästa rekommendationer.,2
Vi har anlitat Rengörare Näslund att städa vårat hem i cirka två år. Vi har alltid varit nöjda med resutatet. Det känns speciellt bra att det under dessa år alltid varit samma person som utfört städningen.,2
"Mycket proffsigt uppförande i hela kedjan från offert, beställning och utförande.",2
"Trevlig kväll med hela familjen. Kommer troligen bli återkommande. Efter som jag har svårt att gå, var balkong lite besvärligt. Det ska jag tänka på nästa gång jaag beställer.",2
Åt här i somras. Det var väldigt gott och sjukt bra service. Stort oxå. Perfekt för sportevenemang. Bra stämning och fräscht. Rimliga priser oxå.,2
"Bra service o gick smidigt. Om ni ska bli bättre på ngt så skulle det vara att ni kan tvätta däcken när de lämnas in, så slipper man att få tillbaka dem smutsiga",2
Mycket bra service! Trevlig personal som kan sitt jobb och är duktiga med bra slutresultat av arbete! Bra priser !,2
Bytt däck och alltid bra service när vi behöver det. Lätt att komma i kontakt med verkstaden. Trevlig personal,2
Svarade inte på mejl och telefonsamtal när behandlingen inte fungerade. :(,0
HEJ! FICK ETT PROFFSIGT BEMÖTANDE. FÖLJDE UPP ALLTING OCH VAR MYCKET NOGRANN MED ALLTING. ,2
Snabb och professionell hantering hela vägen från första kontakt till avtalsskrivning.,2
Väldigt mycket PÅ. Gav inget seriöst intryck. Det enda som var intressant var att få en påskrift på kortast möjliga tid. Inget om att skapa en nöjd kund,0
God mat och trevlig service! Entrecote och Röding rekommenderas.,2
Köpte Kolfilterkassetter. Väldigt snabb leverans.,2
Sålde huset! Blev bemött av Johanna väldigt bra!!  Hon var Suber bra på alla sätt !! Toppen mäklare !!,2
"Föredömligt ordning och reda, t ex när det gäller att meddela vem som kommer och om det blir ändringar inför helger",2
"Köpte handledarutbildning. Bra lärare. Mycket information. Jag hade förväntningar att få en bra genomgång hur jag lär ut att köra bil, vilket jag fick.",2
"Jag anlitade cama för flytthjälp. De är punktliga, seriösa och lätta att få kontakt med om det behövs. Jag har bara positiva upplevelser.",2
Rekommenderar frisören Bianca! Hon vet exakt vad hon gör och jag har inte kunnat bli mer nöjd med de resultaten jag har fått. Hundra tummar upp!,2
Spännande mat mycket olik vår svenska. Trevlig och hjälpsam personal. Man kände sig mycket välkommen,0
Jag tog både D-körkort & lång YKB. Axelssons var väldigt bra & seriösa hela vägen.,2
Letade reservdelar till en Yanmar och upplevde att det var lätt att hitta rätt varor. Snabb leverans,2
"Tillmötesgående, flexibel och trevlig! Arbetar hårt för att båda parterna ska bli nöjda. Rekommenderas starkt!",2
Hade inte jätte mycket svar på våra frågor eller fick någon visning men ett bra bemötande fick vi,0
Snabb och enkel bokning med tydlig offert. Snabbt ordnat och säkert jobbat i flytten.  Flytt av kontor. ,2
Manulapativ foersaljare. Har inte kort tillrakligt. For att Uttaranchal mig on bilen,0
Dunno om det vart byte från sveriges energi eller inte så kan inte svara.,0
Nej. Jag tänker inte medverka i detta.,0
Riktigt dålig service och bemötande. Säljaren tog inte ens kontakt och var riktig dålig .,0
Hej! Inte nöjd...........................................,0
"Vi bokade, via nätet, bord för 2 för middag på restaurant Paraden. Vi fick ett bra bord och åt en mycket god måltid. Bra personal och en mycket bra vinlista. Vi blev jättenöjda med allt.",2
"Utökad undersökning, screening. Mycket dålig genomgång. Det verkar som jag måste söka ögonläkare direkt när jag läser resultatet, men jag fick bara höra att läkarna gör inget. Jag är inta alls nöjd.",0
Har kontaktat dom 2 ggr pga mitt nya flådiga larm som bara fungerar till hälften .. uselt,0
"Det enda kravet jag hade var att jag inte skulle behöva göra något. Det slutade med att jag själv måste säga upp avtal, maila, stå i kö till andra bolag etc.",0
Jag är väldigt nöjd med Martinez Totalentreprenad. De har renoverat hela min lägenhet(inklusive badrum) . Mycket välgjort och sinne för detaljer.                              Ann-Marie Svensson i Johanneberg i Göteborg,2
Väldigt duktiga sjukgymnaster och naprapater!,2
I ordered and paid for two products and only received one. Now waiting to hear back from customer service.,0
"Bra bemötande men, dåligt utfört arbete. Slutade med att jag fick mer problem efter att bilen hade varit hos dem än innan. Kommer aldrig lämna in bilen där igen.",0
"Service, mycket bra bemötande. Två gånger lagning av bilen med användande av garantin, inga problem.",2
Kommunikationen funkar inte. Jag beställde damsugpåsar. Jag erhöll leverans till fel utlämningsställe. Jag blev lovad ny leverans med Posten Brev till ICA i Kungsängens centrum. Sedan har jag inte hört något mer.,0
"En riktigt professionell mäklare som hjälpt oss att sälja våran lägenhet snabbt , smidigt och med en riktigt bra vinst ! Tack",2
"Mycket bra verkstad, tydliga rekommendationer och prisförslag.",2
Vi fick vårat badrum uppbyggt. Vi hade bra kommunikation. Jobbade bra och snabbt. Blev väldigt bra. Super nöjd med resultatet. Rekommenderas varmt!,2
Trevligt bemötande. Bra med att man får en bokad tid,2
"Oengagerad, inte hungrig. Ville hänga med sina polare idtället för att jobba,  bad oss ha förståelse för det!",0
Själv går jag inte dit längre för att bemötandet de gånger jag har varit där har varit ointresserat och nästintill arrogant. Positivt är att de har gratis wifi.,0
Väldigt vänlig. En smidig och effektiv affär av bostadsrätt.,2
Inte nöjda. Flera ställen hade inte städats alls och över lag kändes det som om de haft för bråttom och varit slarviga. Kan inte rekommendera dem utifrån vår erfarenhet.,0
Felsökning startproblem. Vi fick betala ca. 3.400 kr för byte av batteri i startnyckeln. Några veckor senare återkom problemen och blev vi hänvisade till märkesverkstad.,0
"Gustav har stenkoll på vilka som söker boende i området, så det behövdes bara ha en privatvisning för en person, så blev min lägenhet såld. Tack!",2
"Tänjde en hel del på sanningen, säkert precis vad man vill som säljare men som köpare så förstärker det ju bara intrycket av att mäklaren enbart jobbar för säljaren och få ut så mycket pengar som möjligt.",0
"Vi använder GSD Service och deras städtjänster. Kan inte annat än att rekommendera dem. Trevliga, duktiga och levererar som man önskar sig och lite till.",2
"Hej Min flytt blev från en ångest fylld upplevelse till en riktigt rolig dag. Fantastiska killar , mycket trevliga och erfarna killar. ",2
allt gick jättebra.köpte en lägenhet på rud,2
Fick faktura trots avbokning (via intwenet) 3 dagar innan tiden. Fick därför betala mer än vad besöket skulle ha kostat (pga avdrag via landsting). Dåligt.,0
Vi har haft storstädning. Det var allt bra.,2
"Fixade hål och drog ut tänder, alltid snabbt och smidigt med bra bemötande.",2
Vi har använt kvalitetsflytt 2 ggr och har varit mycket nöjda med flytten. Väldigt smidigt. Rekommenderar varmt att boka flytt med packning - så otroligt smidigt och inte dyrt.,2
Bra fönsterputsare som kom i tid & resultatet brilliant! Kommer använda detta företag igen.,2
Var in och köpte en Skoda Fabia RS av Ayman Fatot då bilen vi har är på verkstad och ingen vet vad det är för fel på den. Vart ett trevligt bemötande och ett snabbt köp. Blir det fler bilköp kommer dessa göras på BD bil i Strängnäs.  Kan starkt rekommendera. ,2
"3 av 6 stolar var trasiga och eller i dåligt skick. Så som spruckna, avskavd färg och bucklor!!",0
Adam sålde våran 3:a. Och gav ett gått första intryck men det visade sig att han var dålig på att kommunicera och svår att få tag i.,0
Städningen underkändes av de nya ägarna till huset. Flyttkillarna var väldigt oerfarna och det tog väldigt lång tid.,0
Trevliga och pålitliga . Kommer att anlita de igen,2
"Vi har anlitat Örgryte Städ för både fönstertvätt och flyttstädning. Fönstertvätten var klockren. Vid flyttstädningen så hade de missat några småsaker, men de åtgärdade dessa genast vid påpekande så det var inget problem.",2
"Bra bemötande, fin miljö, kall pommes frites, seg oxfilé, åt inte upp vilket servitören noterade och drog axv. på notan",0
"Jag köpte en Volvo 2010 så dem men i sist kollade jag den är 2009, efter jag köpte den körde lång resa och började massa problem i bilen",0
"Jag köpte ett par glasögon, mycket nöjd över både undersökning och resultatet",2
"Hej, Jag är mycket missnöjd med att köpa en bil från riddermark. Det var tråkigt och fick jag inte som jag har förväntat mig. Säljaren hade inte så mycket erfarenhet. Jag fick inte lösning till hjälp.",0
Bostadsrätt Utmärkt Levde upp på allt Lede upp på allt Toppen,2
Riktigt dåligt bemötande från receptionisten vid mammografin.,0
Mycket serviceinriktade och duktiga.,2
Storstädning Blev bra bemött av städarna Dock var reslutatet dåligt Slarvigt och dåligt städat tyvärr,0
Reco är fan bäst. Jgjjjhhkhghivbklkgffhjklvcxfggjlbvvhhcg,2
"Lurad för andra gången av riddermark, uselt. Rekommenderar inte.",0
"Mitt behov av sängen kom lätt i skymundan för försäljningsnack. Tråkigt, men med en trevlig försäljare är det svårt att hålla fokus på det jag vill ha och det jag inte vill ha!!",0
Bra kvinnan var glad och trevlig jag fick mer information än jag frågade efter,2
"Bra så länge inga problem, såsom rotfyllning, uppstår.",0
Jag blev jättenöjd med min tandblekning. Mycket professionellt.,2
Allt fungerade jättebra och Caroline var serviceminded och mötte våra förväntningar.,2
"Städtjänst. Generellt fräscht, men missar detaljer så som kalkavlagringar vid kranar och damm högt upp.",2
Jag beställde via webben en tygbanderoll. Det fungerade alldeles utmärkt.,2
Svår att förhandla med. Hjulinställning var inte rätt. Bromsar helt slut. Kommer inte rekommendera vidare. Åkte långt.Inte näjd,0
"Fick akut hjälp med låsningar i rygg, nacke. Även rekommendationer av övningar för att på sikt slippa problem.",2
Jag valde godel för att försöka undgå det värsta inom miljöförstöring och rovdrift på naturen. Jag är allt igenom nöjd!,2
"Veldig fornøyd med vår opplevelse på Wallmans salonger i Stockholm forrige helg! Fantastisk show, fine sangstemmer, humor, bra musikkvalg og veldig god mat. Topp score fra oss! :)",2
"Inte nöjd med detta företag. Det stod fel i annonsen , produkten jag fick va fel passa inte min bil samt att jag fick vänta nästan en månad på att få mina pengar tillbaka . Mycket oseriöst utfört.",0
Inte fått den service och engagemang som man önskat av mäklaren,0
"Så otrevlig Personal, bokat vaxning, inte förberedda ,korta i tonen och allmänt dryga. Fick dessutom stå och byta om nästan helt öppet. Även dålig teknik Aldrig mer ",0
aldrig rekommendera Gabriels Trafikskola. betat ca 50 000 men ingen kör kort!,0
Lämnade in bilen för läckage av kylsystem. Bra och snabb service och återkopplade innan några delar bytes samt priset var exakt det vi kom överens om. Jag kommer lämna in bilen där nästa gång jag har problem för väldigt seriösa enligt min uppfattning.,2
"Mycket bra upplevelse överlag. De frågor jag kommit med har besvarats vänligt och snabbt, otroligt bra service!",2
Vi är nöjda. Inga problem med något. Pigga och lyhörda pojkar. Hälsningar Einar,2
"Sålde vår lägenhet Bra bemötande Sålde till ett rimligt marknadspris Vi upplevde mäklaren som noggrann, tydlig och ärlig",2
"Dåligt påläst mäklare, fick istället själv kolla upp många frågor direkt med föreningen.",0
"Varning för oseriöst företag!!! dålig kvalitet på jobbet, t.ex. snickarna(??) sågar dörrar snett och krokigt, monterar höger hängd dörr på karm för vänster hängd dörr etc. Företaget följer inte rekomendationer från ARN!",0
Det handlar om  vem som utför städningen. I mitt fall har jag turen att ha en super utförare och så länge jag får behålla henne är städningen perfekt.,0
"Nya glasögon,utmärkt,dom var som jag förväntade mej,proffsigt. Bra personal👍🏿🙂",2
"Proffsigt bemötande, mycket trevlig lokal, gott kaffe, sköna massagefåtöljer i hårtvätten och sist men inte minst PROFFS i hårfärg och klipp!",2
My hip impingement was never addressed. The routine I was prescribed focused on strengthening but didn't address mobility. Really disappointed.,0
Köpt en 1a i Norrköping. Malin har varit jättetrevlig och även tillgänglig och lätt att få tag på.,2
"Fullständig Ut & invändig recond inför försäljning. Det som var rent - var helt ok. Slarvigt - många ställen inte ens rörda. Hade inte torkat ur fack i dörrar, ej rent under baksätesmattor mm",0
Ùuuuuuuuujjjuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuyytrrruureetyy,2
"Blivit väldigt bra bemött. Vi har köpt hus. Kan inte ge något negativt omdöme om honom då vi fått bra respons , väl bemötta, vill fortsätta ha kvar honom som mäklare när vi behöver en. Bara tummar upp för han",2
Städningen blev inte ens genomförd då städaren inte dök upp och kundtjänsten var ett skämt. Ett dåligt skämt.,0
Emil mycket trevlig kändes ärlig informativ och en god lyssnare. Emil träffade vi när vi bara tittade in för lite information. Vi hade som en tvåårsplan att sälja huset det blev tre veckor. för Emil verkar inget krångligt.,2
Bra bemötande från personalen! duktiga artister. Lite mat på huvudrätten och tog lång tid att beställa dryck vi gick själva till baren. Hade varit önskvärt att det hade varit mer musik och sång!,0
Mycket bra bemötande. Snabb service och ett pålitligt och bra utfört arbete. Mekonomen kan verkligen rekommenderas till vänner och bekanta.,2
Allt fungerade jättebra. Hade köpt VIP-inträdesbiljett och nyttjade endast baren. Fullt ös som vanligt. Bra musik på de olika dansgolven 😊,2
Alltid bra bemötande från alla medarbetare. Jag är alltid nöjd med klippningen. Trevlig och välkomnande miljö.,2
Klippning. Personligt och proffesionellt bemötande. Hög service i trevliga och ljusa lokaler. Mycket nöjd med resultatet. Kommer fortsatt boka tid med David och Ekman Hair.,0
Det tog väldigt lång tid för maten att komma in och när den väl kom hade de ingen koll på vilket kött som var medium och vilket som var medium rare. Man borde kunna förvänta sig mycket mer för pengarna.,0
"""Classic Södermalm experience"", som vi brukar säga i branschen.",2
"Två stora träd(ek och alm) nedtagna på privat tomt. Mycket trevlig personal som arbetade snabbt och effektivt. Dessutom ""städade"" mycket noga efter sig. Trevligt bemötande i telefonen!",2
"Tillmötesgående, kunnig  och trevlig!",2
"Precis fått vår gamla oljepanna utbytt till en Nibe f1255 av K2 och Thomas på K2 Energi, smidig att ha och göra med och efter hålet var borrat och slangen indragen tog inkopplingen en halv dag innan värmen åter strömmade ut i elementen 👍👍👍",2
Jag köpte flyttstädning av lägenhet. Är nöjd och det finns inget att klaga på. Allt gick smidigt med bokning och utförande. Bra bemötande av personal.,2
Hej. Jag tycker ni gör ett mycket bra jobb. Trevliga tjejer. Kommer när dom skall. Mvh. Anders Schedwin. 👍🏼,2
"Det märks att Allan brinner för det han gör och ser till att båda partner, säljare och köpare går lika nöjda ifrån en affär. Snabb, alltid nåbar och trevlig!",2
"Bra, proffsigt bemötande.Har haft bilen i drygt en månad men måste säga att resultatet motsvarar förväntningarna.",2
Speednames är en av de dyraste och sämsta på att hantera domännamn. Rekommenderas verkligen inte!,0
ni hade missat bokningen så fick ringa och påminna vilket gjorde att ni kom sent. men sen när ni väl var på plats gick allt supersnabbt och smidigt!,2
Beställde skäggschampoo och balsam Snabb leverans Nöjd med det jag fick . Mina förväntningar infriades.  Sammanfattningsvis: Nöjd. ,2
Bra bemötande och duktiga anställda. Ofta håller utfört arbete mycket hög kvalitet.,2
Smidig affär trots att jag inte kunnat vara på plats vare sig på visning eller kontraktsskrivning.,2
Tack för fint städat! Jättebra grundstädning och sen trevliga detaljer som vikta filtar.,2
"Inte värt pengarna, men otroligt bra service!",0
Fick ett trevligt bemötand. Inga problem och väldigt hjälpsam vid bilköpet.,2
"Vi har veckostädning via Buskhaga. Bra kvalitét på städningen, mycket flexilbla om man behöver ändra tider/avboka.",2
Snabbt och smidig process ändå från första mötet med säljare till att nya köket var färdigt. Det var lätt att få kontakt med alla inblandade och jag upplevde en bra service.,2
Mottagandet var så där. jag fick inte vissa utskick som andra fick. Efteråt fick jag lära mig att kursen gick ut på att de på balansekonomi skulle sälja olika mlm förslag till oss. Det var ju mindre trevligt. ,0
Har varit där två gånger under drop-in och inte fått träffa någon läkare. Det har inte funnits tid säger dom. Detta trots att drop-in tiden är långt ifrån slut. Skriven på annan vc nu.,0
Köpte en fin reka planar ett och det var en bra affär!,2
